
================================================================================
                                 MD SIMULATION                                  
================================================================================
Ensemble:        NVE
Timestep:        0.250 fs
Total steps:     4000000
Simulation time: 1000000.00 fs

System:
  Atoms:         30
  Formula:       C8H15N3O4
  Charge:        0
  Multiplicity:  1

================================================================================

WARNING: Pre-existing output files were backed up:
  Backed up existing file: agnve.out -> #agnve.out.1#


       Step         Time(ps)  Progress      T(K)      E_total(Ha)  Speed(ns/day)         ETA
  ---------  ---------------  --------  --------  ---------------  -------------  ----------

Starting NVE simulation...

  Step    75000    18750.00 fs  T  390.00 K  E    -779.082419 Ha
  Step    75100    18775.00 fs  T  460.25 K  E    -779.075483 Ha
  Step    75200    18800.00 fs  T  423.48 K  E    -779.079097 Ha
  Step    75300    18825.00 fs  T  341.85 K  E    -779.087200 Ha
  Step    75400    18850.00 fs  T  435.42 K  E    -779.077939 Ha
  Step    75500    18875.00 fs  T  360.13 K  E    -779.085374 Ha
  Step    75600    18900.00 fs  T  465.18 K  E    -779.074982 Ha
  Step    75700    18925.00 fs  T  496.51 K  E    -779.071891 Ha
  Step    75800    18950.00 fs  T  394.80 K  E    -779.081939 Ha
  Step    75900    18975.00 fs  T  395.83 K  E    -779.081856 Ha
  Step    76000    19000.00 fs  T  400.06 K  E    -779.081450 Ha
  Step    76100    19025.00 fs  T  394.43 K  E    -779.081971 Ha
  Step    76200    19050.00 fs  T  337.26 K  E    -779.087645 Ha
  Step    76300    19075.00 fs  T  365.84 K  E    -779.084826 Ha
  Step    76400    19100.00 fs  T  406.77 K  E    -779.080751 Ha
  Step    76500    19125.00 fs  T  354.75 K  E    -779.085930 Ha
  Step    76600    19150.00 fs  T  336.61 K  E    -779.087725 Ha
  Step    76700    19175.00 fs  T  436.75 K  E    -779.077778 Ha
  Step    76800    19200.00 fs  T  454.62 K  E    -779.076036 Ha
  Step    76900    19225.00 fs  T  409.03 K  E    -779.080558 Ha
  Step    77000    19250.00 fs  T  436.67 K  E    -779.077793 Ha
  Step    77100    19275.00 fs  T  471.30 K  E    -779.074365 Ha
  Step    77200    19300.00 fs  T  379.90 K  E    -779.083434 Ha
  Step    77300    19325.00 fs  T  382.95 K  E    -779.083132 Ha
  Step    77400    19350.00 fs  T  341.24 K  E    -779.087269 Ha
  Step    77500    19375.00 fs  T  392.44 K  E    -779.082178 Ha
  Step    77600    19400.00 fs  T  345.82 K  E    -779.086798 Ha
  Step    77700    19425.00 fs  T  391.71 K  E    -779.082266 Ha
  Step    77800    19450.00 fs  T  482.08 K  E    -779.073297 Ha
  Step    77900    19475.00 fs  T  432.52 K  E    -779.078198 Ha
  Step    78000    19500.00 fs  T  295.88 K  E    -779.091765 Ha
  Step    78100    19525.00 fs  T  519.02 K  E    -779.069645 Ha
  Step    78200    19550.00 fs  T  421.24 K  E    -779.079321 Ha
  Step    78300    19575.00 fs  T  357.85 K  E    -779.085617 Ha
  Step    78400    19600.00 fs  T  290.46 K  E    -779.092285 Ha
  Step    78500    19625.00 fs  T  435.63 K  E    -779.077888 Ha
  Step    78600    19650.00 fs  T  409.76 K  E    -779.080486 Ha
  Step    78700    19675.00 fs  T  395.78 K  E    -779.081851 Ha
  Step    78800    19700.00 fs  T  373.70 K  E    -779.084034 Ha
  Step    78900    19725.00 fs  T  481.81 K  E    -779.073347 Ha
  Step    79000    19750.00 fs  T  369.40 K  E    -779.084473 Ha
  Step    79100    19775.00 fs  T  403.41 K  E    -779.081074 Ha
  Step    79200    19800.00 fs  T  387.57 K  E    -779.082674 Ha
  Step    79300    19825.00 fs  T  400.94 K  E    -779.081342 Ha
  Step    79400    19850.00 fs  T  349.47 K  E    -779.086440 Ha
  Step    79500    19875.00 fs  T  492.09 K  E    -779.072310 Ha
  Step    79600    19900.00 fs  T  420.17 K  E    -779.079433 Ha
  Step    79700    19925.00 fs  T  449.39 K  E    -779.076535 Ha
  Step    79800    19950.00 fs  T  323.07 K  E    -779.089080 Ha
  Step    79900    19975.00 fs  T  365.65 K  E    -779.084838 Ha
  Step    80000    20000.00 fs  T  418.97 K  E    -779.079540 Ha
  Step    80100    20025.00 fs  T  423.49 K  E    -779.079123 Ha
  Step    80200    20050.00 fs  T  328.94 K  E    -779.088484 Ha
  Step    80300    20075.00 fs  T  417.30 K  E    -779.079703 Ha
  Step    80400    20100.00 fs  T  367.43 K  E    -779.084672 Ha
  Step    80500    20125.00 fs  T  482.27 K  E    -779.073281 Ha
  Step    80600    20150.00 fs  T  329.41 K  E    -779.088421 Ha
  Step    80700    20175.00 fs  T  418.01 K  E    -779.079671 Ha
  Step    80800    20200.00 fs  T  325.36 K  E    -779.088828 Ha
  Step    80900    20225.00 fs  T  450.86 K  E    -779.076380 Ha
  Step    81000    20250.00 fs  T  384.67 K  E    -779.082971 Ha
  Step    81100    20275.00 fs  T  422.32 K  E    -779.079224 Ha
  Step    81200    20300.00 fs  T  313.37 K  E    -779.090013 Ha
  Step    81300    20325.00 fs  T  437.12 K  E    -779.077768 Ha
  Step    81400    20350.00 fs  T  477.66 K  E    -779.073742 Ha
  Step    81500    20375.00 fs  T  439.78 K  E    -779.077495 Ha
  Step    81600    20400.00 fs  T  354.69 K  E    -779.085928 Ha
  Step    81700    20425.00 fs  T  425.77 K  E    -779.078864 Ha
  Step    81800    20450.00 fs  T  392.17 K  E    -779.082203 Ha
  Step    81900    20475.00 fs  T  457.20 K  E    -779.075790 Ha
  Step    82000    20500.00 fs  T  395.90 K  E    -779.081844 Ha
  Step    82100    20525.00 fs  T  428.66 K  E    -779.078591 Ha
  Step    82200    20550.00 fs  T  435.25 K  E    -779.077972 Ha
  Step    82300    20575.00 fs  T  455.81 K  E    -779.075919 Ha
  Step    82400    20600.00 fs  T  312.48 K  E    -779.090100 Ha
  Step    82500    20625.00 fs  T  401.83 K  E    -779.081259 Ha
  Step    82600    20650.00 fs  T  359.49 K  E    -779.085450 Ha
  Step    82700    20675.00 fs  T  443.63 K  E    -779.077105 Ha
  Step    82800    20700.00 fs  T  448.63 K  E    -779.076628 Ha
  Step    82900    20725.00 fs  T  360.63 K  E    -779.085334 Ha
  Step    83000    20750.00 fs  T  412.12 K  E    -779.080230 Ha
  Step    83100    20775.00 fs  T  443.42 K  E    -779.077144 Ha
  Step    83200    20800.00 fs  T  351.36 K  E    -779.086248 Ha
  Step    83300    20825.00 fs  T  340.33 K  E    -779.087350 Ha
  Step    83400    20850.00 fs  T  441.88 K  E    -779.077304 Ha
  Step    83500    20875.00 fs  T  411.99 K  E    -779.080240 Ha
  Step    83600    20900.00 fs  T  393.26 K  E    -779.082112 Ha
  Step    83700    20925.00 fs  T  413.78 K  E    -779.080079 Ha
  Step    83800    20950.00 fs  T  359.04 K  E    -779.085488 Ha
  Step    83900    20975.00 fs  T  344.87 K  E    -779.086910 Ha
  Step    84000    21000.00 fs  T  404.39 K  E    -779.081015 Ha
  Step    84100    21025.00 fs  T  395.86 K  E    -779.081831 Ha
  Step    84200    21050.00 fs  T  444.92 K  E    -779.076994 Ha
  Step    84300    21075.00 fs  T  372.34 K  E    -779.084190 Ha
  Step    84400    21100.00 fs  T  348.04 K  E    -779.086573 Ha
  Step    84500    21125.00 fs  T  438.35 K  E    -779.077655 Ha
  Step    84600    21150.00 fs  T  387.33 K  E    -779.082703 Ha
  Step    84700    21175.00 fs  T  364.52 K  E    -779.084944 Ha
  Step    84800    21200.00 fs  T  434.47 K  E    -779.078048 Ha
  Step    84900    21225.00 fs  T  399.44 K  E    -779.081505 Ha
  Step    85000    21250.00 fs  T  453.04 K  E    -779.076167 Ha
  Step    85100    21275.00 fs  T  485.85 K  E    -779.072953 Ha
  Step    85200    21300.00 fs  T  329.81 K  E    -779.088406 Ha
  Step    85300    21325.00 fs  T  344.54 K  E    -779.086916 Ha
  Step    85400    21350.00 fs  T  370.55 K  E    -779.084365 Ha
  Step    85500    21375.00 fs  T  445.58 K  E    -779.076919 Ha
  Step    85600    21400.00 fs  T  423.97 K  E    -779.079050 Ha
  Step    85700    21425.00 fs  T  387.04 K  E    -779.082742 Ha
  Step    85800    21450.00 fs  T  463.42 K  E    -779.075146 Ha
  Step    85900    21475.00 fs  T  414.03 K  E    -779.080033 Ha
  Step    86000    21500.00 fs  T  396.34 K  E    -779.081824 Ha
  Step    86100    21525.00 fs  T  424.93 K  E    -779.078958 Ha
  Step    86200    21550.00 fs  T  382.17 K  E    -779.083196 Ha
  Step    86300    21575.00 fs  T  413.32 K  E    -779.080126 Ha
  Step    86400    21600.00 fs  T  377.11 K  E    -779.083711 Ha
  Step    86500    21625.00 fs  T  465.25 K  E    -779.074973 Ha
  Step    86600    21650.00 fs  T  397.83 K  E    -779.081659 Ha
  Step    86700    21675.00 fs  T  402.21 K  E    -779.081216 Ha
  Step    86800    21700.00 fs  T  316.23 K  E    -779.089740 Ha
  Step    86900    21725.00 fs  T  407.27 K  E    -779.080710 Ha
  Step    87000    21750.00 fs  T  410.11 K  E    -779.080417 Ha
  Step    87100    21775.00 fs  T  332.53 K  E    -779.088121 Ha
  Step    87200    21800.00 fs  T  403.07 K  E    -779.081129 Ha
  Step    87300    21825.00 fs  T  405.64 K  E    -779.080861 Ha
  Step    87400    21850.00 fs  T  436.68 K  E    -779.077813 Ha
  Step    87500    21875.00 fs  T  449.49 K  E    -779.076542 Ha
  Step    87600    21900.00 fs  T  411.96 K  E    -779.080239 Ha
  Step    87700    21925.00 fs  T  423.52 K  E    -779.079111 Ha
  Step    87800    21950.00 fs  T  322.14 K  E    -779.089162 Ha
  Step    87900    21975.00 fs  T  385.78 K  E    -779.082830 Ha
  Step    88000    22000.00 fs  T  409.38 K  E    -779.080509 Ha
  Step    88100    22025.00 fs  T  425.28 K  E    -779.078931 Ha
  Step    88200    22050.00 fs  T  377.89 K  E    -779.083619 Ha
  Step    88300    22075.00 fs  T  421.78 K  E    -779.079290 Ha
  Step    88400    22100.00 fs  T  440.06 K  E    -779.077463 Ha
  Step    88500    22125.00 fs  T  331.95 K  E    -779.088170 Ha
  Step    88600    22150.00 fs  T  373.61 K  E    -779.084056 Ha
  Step    88700    22175.00 fs  T  335.82 K  E    -779.087788 Ha
  Step    88800    22200.00 fs  T  412.15 K  E    -779.080223 Ha
  Step    88900    22225.00 fs  T  497.16 K  E    -779.071822 Ha
  Step    89000    22250.00 fs  T  349.47 K  E    -779.086445 Ha
  Step    89100    22275.00 fs  T  392.33 K  E    -779.082194 Ha
  Step    89200    22300.00 fs  T  415.11 K  E    -779.079961 Ha
  Step    89300    22325.00 fs  T  387.43 K  E    -779.082678 Ha
  Step    89400    22350.00 fs  T  335.37 K  E    -779.087828 Ha
  Step    89500    22375.00 fs  T  378.37 K  E    -779.083593 Ha
  Step    89600    22400.00 fs  T  334.13 K  E    -779.087962 Ha
  Step    89700    22425.00 fs  T  345.31 K  E    -779.086842 Ha
  Step    89800    22450.00 fs  T  457.88 K  E    -779.075705 Ha
  Step    89900    22475.00 fs  T  372.51 K  E    -779.084165 Ha
  Step    90000    22500.00 fs  T  412.32 K  E    -779.080220 Ha
  Step    90100    22525.00 fs  T  379.11 K  E    -779.083527 Ha
  Step    90200    22550.00 fs  T  441.16 K  E    -779.077353 Ha
  Step    90300    22575.00 fs  T  348.32 K  E    -779.086550 Ha
  Step    90400    22600.00 fs  T  474.55 K  E    -779.074060 Ha
  Step    90500    22625.00 fs  T  425.50 K  E    -779.078907 Ha
  Step    90600    22650.00 fs  T  388.62 K  E    -779.082545 Ha
  Step    90700    22675.00 fs  T  415.99 K  E    -779.079858 Ha
  Step    90800    22700.00 fs  T  345.76 K  E    -779.086807 Ha
  Step    90900    22725.00 fs  T  373.40 K  E    -779.084062 Ha
  Step    91000    22750.00 fs  T  428.42 K  E    -779.078631 Ha
  Step    91100    22775.00 fs  T  400.19 K  E    -779.081403 Ha
  Step    91200    22800.00 fs  T  411.69 K  E    -779.080268 Ha
  Step    91300    22825.00 fs  T  494.18 K  E    -779.072117 Ha
  Step    91400    22850.00 fs  T  380.82 K  E    -779.083341 Ha
  Step    91500    22875.00 fs  T  393.40 K  E    -779.082089 Ha
  Step    91600    22900.00 fs  T  492.90 K  E    -779.072252 Ha
  Step    91700    22925.00 fs  T  429.10 K  E    -779.078552 Ha
  Step    91800    22950.00 fs  T  372.00 K  E    -779.084204 Ha
  Step    91900    22975.00 fs  T  427.73 K  E    -779.078703 Ha
  Step    92000    23000.00 fs  T  426.76 K  E    -779.078778 Ha
  Step    92100    23025.00 fs  T  390.46 K  E    -779.082364 Ha
  Step    92200    23050.00 fs  T  432.58 K  E    -779.078224 Ha
  Step    92300    23075.00 fs  T  337.49 K  E    -779.087637 Ha
  Step    92400    23100.00 fs  T  437.14 K  E    -779.077756 Ha
  Step    92500    23125.00 fs  T  366.54 K  E    -779.084781 Ha
  Step    92600    23150.00 fs  T  436.79 K  E    -779.077800 Ha
  Step    92700    23175.00 fs  T  385.97 K  E    -779.082813 Ha
  Step    92800    23200.00 fs  T  357.34 K  E    -779.085678 Ha
  Step    92900    23225.00 fs  T  336.04 K  E    -779.087777 Ha
  Step    93000    23250.00 fs  T  393.55 K  E    -779.082062 Ha
  Step    93100    23275.00 fs  T  346.08 K  E    -779.086793 Ha
  Step    93200    23300.00 fs  T  412.84 K  E    -779.080170 Ha
  Step    93300    23325.00 fs  T  404.56 K  E    -779.080988 Ha
  Step    93400    23350.00 fs  T  505.49 K  E    -779.071002 Ha
  Step    93500    23375.00 fs  T  352.94 K  E    -779.086104 Ha
  Step    93600    23400.00 fs  T  425.85 K  E    -779.078868 Ha
  Step    93700    23425.00 fs  T  318.14 K  E    -779.089560 Ha
  Step    93800    23450.00 fs  T  417.42 K  E    -779.079702 Ha
  Step    93900    23475.00 fs  T  368.64 K  E    -779.084533 Ha
  Step    94000    23500.00 fs  T  380.55 K  E    -779.083363 Ha
  Step    94100    23525.00 fs  T  423.70 K  E    -779.079078 Ha
  Step    94200    23550.00 fs  T  413.22 K  E    -779.080124 Ha
  Step    94300    23575.00 fs  T  365.40 K  E    -779.084872 Ha
  Step    94400    23600.00 fs  T  437.34 K  E    -779.077719 Ha
  Step    94500    23625.00 fs  T  362.92 K  E    -779.085093 Ha
  Step    94600    23650.00 fs  T  369.74 K  E    -779.084445 Ha
  Step    94700    23675.00 fs  T  394.86 K  E    -779.081950 Ha
  Step    94800    23700.00 fs  T  445.97 K  E    -779.076889 Ha
  Step    94900    23725.00 fs  T  429.02 K  E    -779.078570 Ha
  Step    95000    23750.00 fs  T  407.37 K  E    -779.080702 Ha
  Step    95100    23775.00 fs  T  469.19 K  E    -779.074576 Ha
  Step    95200    23800.00 fs  T  397.13 K  E    -779.081733 Ha
  Step    95300    23825.00 fs  T  418.56 K  E    -779.079590 Ha
  Step    95400    23850.00 fs  T  353.31 K  E    -779.086049 Ha
  Step    95500    23875.00 fs  T  411.66 K  E    -779.080288 Ha
  Step    95600    23900.00 fs  T  376.87 K  E    -779.083721 Ha
  Step    95700    23925.00 fs  T  351.00 K  E    -779.086287 Ha
  Step    95800    23950.00 fs  T  425.23 K  E    -779.078947 Ha
  Step    95900    23975.00 fs  T  372.78 K  E    -779.084131 Ha
  Step    96000    24000.00 fs  T  363.48 K  E    -779.085043 Ha
  Step    96100    24025.00 fs  T  404.50 K  E    -779.080994 Ha
  Step    96200    24050.00 fs  T  327.75 K  E    -779.088598 Ha
  Step    96300    24075.00 fs  T  385.57 K  E    -779.082849 Ha
  Step    96400    24100.00 fs  T  414.78 K  E    -779.079978 Ha
  Step    96500    24125.00 fs  T  391.00 K  E    -779.082337 Ha
  Step    96600    24150.00 fs  T  403.99 K  E    -779.081049 Ha
  Step    96700    24175.00 fs  T  481.31 K  E    -779.073407 Ha
  Step    96800    24200.00 fs  T  391.34 K  E    -779.082297 Ha
  Step    96900    24225.00 fs  T  437.79 K  E    -779.077674 Ha
  Step    97000    24250.00 fs  T  354.68 K  E    -779.085936 Ha
  Step    97100    24275.00 fs  T  422.23 K  E    -779.079231 Ha
  Step    97200    24300.00 fs  T  384.56 K  E    -779.082966 Ha
  Step    97300    24325.00 fs  T  389.46 K  E    -779.082485 Ha
  Step    97400    24350.00 fs  T  414.35 K  E    -779.080008 Ha
  Step    97500    24375.00 fs  T  396.45 K  E    -779.081788 Ha
  Step    97600    24400.00 fs  T  426.35 K  E    -779.078842 Ha
  Step    97700    24425.00 fs  T  406.63 K  E    -779.080784 Ha
  Step    97800    24450.00 fs  T  350.07 K  E    -779.086365 Ha
  Step    97900    24475.00 fs  T  475.09 K  E    -779.073992 Ha
  Step    98000    24500.00 fs  T  487.63 K  E    -779.072761 Ha
  Step    98100    24525.00 fs  T  478.13 K  E    -779.073687 Ha
  Step    98200    24550.00 fs  T  437.94 K  E    -779.077676 Ha
  Step    98300    24575.00 fs  T  423.07 K  E    -779.079138 Ha
  Step    98400    24600.00 fs  T  446.68 K  E    -779.076798 Ha
  Step    98500    24625.00 fs  T  388.22 K  E    -779.082615 Ha
  Step    98600    24650.00 fs  T  411.14 K  E    -779.080333 Ha
  Step    98700    24675.00 fs  T  445.15 K  E    -779.076950 Ha
  Step    98800    24700.00 fs  T  329.76 K  E    -779.088397 Ha
  Step    98900    24725.00 fs  T  414.86 K  E    -779.079962 Ha
  Step    99000    24750.00 fs  T  397.61 K  E    -779.081667 Ha
  Step    99100    24775.00 fs  T  390.24 K  E    -779.082406 Ha
  Step    99200    24800.00 fs  T  435.26 K  E    -779.077942 Ha
  Step    99300    24825.00 fs  T  351.27 K  E    -779.086258 Ha
  Step    99400    24850.00 fs  T  377.99 K  E    -779.083630 Ha
  Step    99500    24875.00 fs  T  462.81 K  E    -779.075213 Ha
  Step    99600    24900.00 fs  T  416.74 K  E    -779.079772 Ha
  Step    99700    24925.00 fs  T  432.19 K  E    -779.078253 Ha
  Step    99800    24950.00 fs  T  410.12 K  E    -779.080432 Ha
  Step    99900    24975.00 fs  T  486.10 K  E    -779.072909 Ha
  Step   100000    25000.00 fs  T  482.30 K  E    -779.073304 Ha
  Step   100100    25025.00 fs  T  465.95 K  E    -779.074907 Ha
  Step   100200    25050.00 fs  T  324.85 K  E    -779.088880 Ha
  Step   100300    25075.00 fs  T  404.70 K  E    -779.080966 Ha
  Step   100400    25100.00 fs  T  378.64 K  E    -779.083539 Ha
  Step   100500    25125.00 fs  T  366.04 K  E    -779.084787 Ha
  Step   100600    25150.00 fs  T  416.93 K  E    -779.079763 Ha
  Step   100700    25175.00 fs  T  359.66 K  E    -779.085429 Ha
  Step   100800    25200.00 fs  T  361.14 K  E    -779.085278 Ha
  Step   100900    25225.00 fs  T  500.49 K  E    -779.071494 Ha
  Step   101000    25250.00 fs  T  428.79 K  E    -779.078597 Ha
  Step   101100    25275.00 fs  T  472.57 K  E    -779.074249 Ha
  Step   101200    25300.00 fs  T  408.24 K  E    -779.080628 Ha
  Step   101300    25325.00 fs  T  374.26 K  E    -779.083987 Ha
  Step   101400    25350.00 fs  T  428.80 K  E    -779.078579 Ha
  Step   101500    25375.00 fs  T  340.35 K  E    -779.087353 Ha
  Step   101600    25400.00 fs  T  308.26 K  E    -779.090511 Ha
  Step   101700    25425.00 fs  T  404.80 K  E    -779.080940 Ha
  Step   101800    25450.00 fs  T  437.71 K  E    -779.077709 Ha
  Step   101900    25475.00 fs  T  343.47 K  E    -779.087049 Ha
  Step   102000    25500.00 fs  T  493.44 K  E    -779.072163 Ha
  Step   102100    25525.00 fs  T  334.98 K  E    -779.087885 Ha
  Step   102200    25550.00 fs  T  409.74 K  E    -779.080464 Ha
  Step   102300    25575.00 fs  T  429.93 K  E    -779.078462 Ha
  Step   102400    25600.00 fs  T  435.67 K  E    -779.077906 Ha
  Step   102500    25625.00 fs  T  465.13 K  E    -779.074974 Ha
  Step   102600    25650.00 fs  T  425.65 K  E    -779.078889 Ha
  Step   102700    25675.00 fs  T  408.97 K  E    -779.080553 Ha
  Step   102800    25700.00 fs  T  397.14 K  E    -779.081718 Ha
  Step   102900    25725.00 fs  T  410.46 K  E    -779.080398 Ha
  Step   103000    25750.00 fs  T  399.71 K  E    -779.081468 Ha
  Step   103100    25775.00 fs  T  369.87 K  E    -779.084404 Ha
  Step   103200    25800.00 fs  T  407.59 K  E    -779.080680 Ha
  Step   103300    25825.00 fs  T  402.24 K  E    -779.081231 Ha
  Step   103400    25850.00 fs  T  382.05 K  E    -779.083211 Ha
  Step   103500    25875.00 fs  T  348.75 K  E    -779.086511 Ha
  Step   103600    25900.00 fs  T  416.30 K  E    -779.079839 Ha
  Step   103700    25925.00 fs  T  354.74 K  E    -779.085923 Ha
  Step   103800    25950.00 fs  T  458.45 K  E    -779.075645 Ha
  Step   103900    25975.00 fs  T  349.47 K  E    -779.086449 Ha
  Step   104000    26000.00 fs  T  426.18 K  E    -779.078835 Ha
  Step   104100    26025.00 fs  T  396.74 K  E    -779.081757 Ha
  Step   104200    26050.00 fs  T  365.37 K  E    -779.084879 Ha
  Step   104300    26075.00 fs  T  435.39 K  E    -779.077918 Ha
  Step   104400    26100.00 fs  T  372.31 K  E    -779.084170 Ha
  Step   104500    26125.00 fs  T  380.37 K  E    -779.083391 Ha
  Step   104600    26150.00 fs  T  422.98 K  E    -779.079155 Ha
  Step   104700    26175.00 fs  T  441.10 K  E    -779.077370 Ha
  Step   104800    26200.00 fs  T  399.13 K  E    -779.081546 Ha
  Step   104900    26225.00 fs  T  354.31 K  E    -779.085957 Ha
  Step   105000    26250.00 fs  T  355.91 K  E    -779.085794 Ha
  Step   105100    26275.00 fs  T  404.27 K  E    -779.081023 Ha
  Step   105200    26300.00 fs  T  373.45 K  E    -779.084071 Ha
  Step   105300    26325.00 fs  T  412.50 K  E    -779.080200 Ha
  Step   105400    26350.00 fs  T  358.42 K  E    -779.085566 Ha
  Step   105500    26375.00 fs  T  311.30 K  E    -779.090232 Ha
  Step   105600    26400.00 fs  T  403.12 K  E    -779.081137 Ha
  Step   105700    26425.00 fs  T  411.75 K  E    -779.080291 Ha
  Step   105800    26450.00 fs  T  390.68 K  E    -779.082365 Ha
  Step   105900    26475.00 fs  T  396.62 K  E    -779.081768 Ha
  Step   106000    26500.00 fs  T  442.19 K  E    -779.077273 Ha
  Step   106100    26525.00 fs  T  403.61 K  E    -779.081083 Ha
  Step   106200    26550.00 fs  T  429.73 K  E    -779.078492 Ha
  Step   106300    26575.00 fs  T  397.30 K  E    -779.081716 Ha
  Step   106400    26600.00 fs  T  407.54 K  E    -779.080681 Ha
  Step   106500    26625.00 fs  T  453.71 K  E    -779.076098 Ha
  Step   106600    26650.00 fs  T  420.11 K  E    -779.079445 Ha
  Step   106700    26675.00 fs  T  410.92 K  E    -779.080347 Ha
  Step   106800    26700.00 fs  T  390.75 K  E    -779.082348 Ha
  Step   106900    26725.00 fs  T  459.83 K  E    -779.075518 Ha
  Step   107000    26750.00 fs  T  458.74 K  E    -779.075612 Ha
  Step   107100    26775.00 fs  T  389.24 K  E    -779.082505 Ha
  Step   107200    26800.00 fs  T  427.82 K  E    -779.078700 Ha
  Step   107300    26825.00 fs  T  470.60 K  E    -779.074437 Ha
  Step   107400    26850.00 fs  T  337.94 K  E    -779.087574 Ha
  Step   107500    26875.00 fs  T  392.00 K  E    -779.082245 Ha
  Step   107600    26900.00 fs  T  340.49 K  E    -779.087330 Ha
  Step   107700    26925.00 fs  T  356.99 K  E    -779.085682 Ha
  Step   107800    26950.00 fs  T  423.31 K  E    -779.079134 Ha
  Step   107900    26975.00 fs  T  359.48 K  E    -779.085463 Ha
  Step   108000    27000.00 fs  T  375.02 K  E    -779.083911 Ha
  Step   108100    27025.00 fs  T  442.72 K  E    -779.077210 Ha
  Step   108200    27050.00 fs  T  466.28 K  E    -779.074876 Ha
  Step   108300    27075.00 fs  T  370.02 K  E    -779.084403 Ha
  Step   108400    27100.00 fs  T  408.72 K  E    -779.080572 Ha
  Step   108500    27125.00 fs  T  381.91 K  E    -779.083220 Ha
  Step   108600    27150.00 fs  T  349.53 K  E    -779.086430 Ha
  Step   108700    27175.00 fs  T  374.00 K  E    -779.084019 Ha
  Step   108800    27200.00 fs  T  376.73 K  E    -779.083735 Ha
  Step   108900    27225.00 fs  T  443.78 K  E    -779.077081 Ha
  Step   109000    27250.00 fs  T  471.69 K  E    -779.074333 Ha
  Step   109100    27275.00 fs  T  436.71 K  E    -779.077793 Ha
  Step   109200    27300.00 fs  T  415.13 K  E    -779.079916 Ha
  Step   109300    27325.00 fs  T  381.67 K  E    -779.083251 Ha
  Step   109400    27350.00 fs  T  410.92 K  E    -779.080361 Ha
  Step   109500    27375.00 fs  T  429.52 K  E    -779.078514 Ha
  Step   109600    27400.00 fs  T  432.30 K  E    -779.078244 Ha
  Step   109700    27425.00 fs  T  398.76 K  E    -779.081565 Ha
  Step   109800    27450.00 fs  T  407.48 K  E    -779.080696 Ha
  Step   109900    27475.00 fs  T  386.50 K  E    -779.082790 Ha
  Step   110000    27500.00 fs  T  323.64 K  E    -779.089001 Ha
  Step   110100    27525.00 fs  T  340.94 K  E    -779.087270 Ha
  Step   110200    27550.00 fs  T  443.38 K  E    -779.077144 Ha
  Step   110300    27575.00 fs  T  373.47 K  E    -779.084064 Ha
  Step   110400    27600.00 fs  T  398.27 K  E    -779.081594 Ha
  Step   110500    27625.00 fs  T  395.81 K  E    -779.081852 Ha
  Step   110600    27650.00 fs  T  439.37 K  E    -779.077540 Ha
  Step   110700    27675.00 fs  T  377.61 K  E    -779.083647 Ha
  Step   110800    27700.00 fs  T  400.08 K  E    -779.081429 Ha
  Step   110900    27725.00 fs  T  426.24 K  E    -779.078831 Ha
  Step   111000    27750.00 fs  T  344.49 K  E    -779.086930 Ha
  Step   111100    27775.00 fs  T  442.69 K  E    -779.077216 Ha
  Step   111200    27800.00 fs  T  476.37 K  E    -779.073867 Ha
  Step   111300    27825.00 fs  T  443.38 K  E    -779.077140 Ha
  Step   111400    27850.00 fs  T  499.02 K  E    -779.071639 Ha
  Step   111500    27875.00 fs  T  414.05 K  E    -779.080041 Ha
  Step   111600    27900.00 fs  T  383.11 K  E    -779.083104 Ha
  Step   111700    27925.00 fs  T  384.49 K  E    -779.082986 Ha
  Step   111800    27950.00 fs  T  350.10 K  E    -779.086380 Ha
  Step   111900    27975.00 fs  T  404.36 K  E    -779.080995 Ha
  Step   112000    28000.00 fs  T  378.98 K  E    -779.083527 Ha
  Step   112100    28025.00 fs  T  371.96 K  E    -779.084222 Ha
  Step   112200    28050.00 fs  T  390.58 K  E    -779.082368 Ha
  Step   112300    28075.00 fs  T  327.07 K  E    -779.088668 Ha
  Step   112400    28100.00 fs  T  336.76 K  E    -779.087692 Ha
  Step   112500    28125.00 fs  T  390.62 K  E    -779.082349 Ha
  Step   112600    28150.00 fs  T  313.24 K  E    -779.090028 Ha
  Step   112700    28175.00 fs  T  370.77 K  E    -779.084334 Ha
  Step   112800    28200.00 fs  T  322.00 K  E    -779.089151 Ha
  Step   112900    28225.00 fs  T  391.82 K  E    -779.082252 Ha
  Step   113000    28250.00 fs  T  448.93 K  E    -779.076591 Ha
  Step   113100    28275.00 fs  T  372.27 K  E    -779.084170 Ha
  Step   113200    28300.00 fs  T  392.27 K  E    -779.082198 Ha
  Step   113300    28325.00 fs  T  408.64 K  E    -779.080572 Ha
  Step   113400    28350.00 fs  T  301.07 K  E    -779.091226 Ha
  Step   113500    28375.00 fs  T  417.46 K  E    -779.079713 Ha
  Step   113600    28400.00 fs  T  391.91 K  E    -779.082236 Ha
  Step   113700    28425.00 fs  T  366.01 K  E    -779.084791 Ha
  Step   113800    28450.00 fs  T  416.00 K  E    -779.079868 Ha
  Step   113900    28475.00 fs  T  425.34 K  E    -779.078942 Ha
  Step   114000    28500.00 fs  T  392.54 K  E    -779.082159 Ha
  Step   114100    28525.00 fs  T  421.86 K  E    -779.079273 Ha
